time	vel
3.184411302230000e-01	2.942593302600000e-03
3.199961259930000e-01	2.917338861200000e-03
3.215510025630000e-01	2.891297452200000e-03
3.231057599230000e-01	2.864271868000000e-03
3.246603384630000e-01	2.836115425500000e-03
3.262148275930000e-01	2.806733828000000e-03
3.277691677230000e-01	2.776084467800000e-03
3.293233588330000e-01	2.744175959400000e-03
3.308774307330000e-01	2.711063716600000e-03
3.324313834330000e-01	2.676846925200000e-03
3.339852169130000e-01	2.641663653800000e-03
3.355389311930000e-01	2.605684101600000e-03
3.370924964530000e-01	2.569104777600000e-03
3.386459723130000e-01	2.532141981600000e-03
3.401992991530000e-01	2.495023189100000e-03
3.417525365930000e-01	2.457982162000000e-03
3.433056250230000e-01	2.421250101200000e-03
3.448586240430000e-01	2.385050058400000e-03
3.464115038530000e-01	2.349590882700000e-03
3.479642942530000e-01	2.315062331000000e-03
3.495169356430000e-01	2.281629713300000e-03
3.510695174330000e-01	2.249430632200000e-03
3.526219502130000e-01	2.218572888500000e-03
3.541742935730000e-01	2.189131453600000e-03
3.557265475430000e-01	2.161148935600000e-03
3.572787120930000e-01	2.134635578800000e-03
3.588307574430000e-01	2.109569730200000e-03
3.603826835730000e-01	2.085899934200000e-03
3.619345501030000e-01	2.063548192400000e-03
3.634862974330000e-01	2.042412525000000e-03
3.650379553430000e-01	2.022370928900000e-03
3.665894940530000e-01	2.003285801000000e-03
3.681409731530000e-01	1.985007664200000e-03
3.696923330430000e-01	1.967380754600000e-03
3.712436333330000e-01	1.950246398300000e-03
